avg_rating,book_title,author_num_unique_books,genres_str,topic 0,topic 1,topic 2,topic 3,topic 4,topic 5,topic 6,topic 7,topic 8,topic 9,topic 10,topic 11,topic 12,topic 13,topic 14,topic 15,topic 16,topic 17,topic 18,topic 19,reviews_per_month
4.15,Awaken the Giant Within,37.0,audiobook business inspirational leadership non-fiction personal-development philosophy productivity psychology self-help ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.758928571428571
4.15,The Willpower Instinct,9.0,audiobook business health neuroscience non-fiction personal-development productivity psychology science self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.49074074074074
3.84,Better Than Before,21.0,adult audiobook business health non-fiction personal-development productivity psychology self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0
4.24,The Magic of Thinking Big,22.0,audiobook business entrepreneurship inspirational leadership non-fiction personal-development productivity psychology self-help ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.079234972677596
3.85,The Monk Who Sold His Ferrari,83.0,audiobook business inspirational non-fiction personal-development philosophy psychology self-help spirituality ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.989583333333332
3.87,The Highly Sensitive Person,32.0,audiobook health mental-health non-fiction personal-development psychology reference science self-help ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.364583333333333
3.93,The Miracle Morning,79.0,audiobook business health inspirational leadership non-fiction personal-development productivity psychology self-help ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.239583333333336
4.11,Flow,59.0,business design education non-fiction personal-development philosophy productivity psychology science self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.763888888888889
3.86,Unfu*k Yourself,54.0,audiobook business mental-health non-fiction personal-development philosophy productivity psychology self-help ,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.020833333333336
4.03,Feeling Good,13.0,audiobook counselling health mental-health non-fiction personal-development psychology reference science self-help ,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.129166666666667
4.06,The Road Less Traveled,74.0,classics inspirational non-fiction personal-development philosophy psychology relationships religion self-help spirituality ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.738095238095238
4.19,Influence,44.0,buisness business communication leadership management non-fiction personal-development psychology science self-help ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.42361111111111
4.26,The Richest Man in Babylon,51.0,business classics economics finance money non-fiction personal-development personal-finance philosophy self-help ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1870567375886525
4.21,The Untethered Soul,35.0,audiobook health inspirational non-fiction personal-development philosophy psychology religion self-help spirituality ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.53205128205128
4.16,The Obstacle Is the Way,39.0,audiobook business history leadership non-fiction personal-development philosophy productivity psychology self-help ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.75
4.11,So Good They Can't Ignore You,94.0,audiobook business education leadership non-fiction personal-development philosophy productivity psychology self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.979166666666668
4.03,Feel the Fear and Do It Anyway,43.0,business health inspirational leadership mental-health non-fiction personal-development psychology reference self-help ,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7853535353535355
4.13,The One Thing,32.0,audiobook buisness business leadership management non-fiction personal-development productivity psychology self-help ,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.595238095238095
4.15,Codependent No More,83.0,counselling health mental-health non-fiction personal-development psychology reference relationships self-help spirituality ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9877450980392157
3.84,Emotional Intelligence 2.0,21.0,buisness business leadership management non-fiction personal-development psychology relationships science self-help ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.142156862745098
3.97,The Tipping Point,68.0,audiobook business economics leadership non-fiction philosophy psychology science self-help sociology ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.21666666666667
3.44,The Life-Changing Magic of Not Giving a F*ck,20.0,adult audiobook comedy humor non-fiction personal-development philosophy psychology self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.4
4.09,Start with Why,34.0,audiobook buisness business entrepreneurship leadership management non-fiction personal-development psychology self-help ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.833333333333336
3.88,Spark Joy,18.0,adult audiobook how-to japan non-fiction personal-development productivity psychology reference self-help ,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.9375
4.16,Ego Is the Enemy,39.0,audiobook business history leadership non-fiction personal-development philosophy productivity psychology self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.083333333333336
4.04,Switch,23.0,audiobook business education leadership management non-fiction personal-development productivity psychology self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,23.575
4.04,Crucial Conversations,41.0,buisness business communication leadership management non-fiction personal-development psychology relationships self-help ,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.62719298245614
4.24,I Thought It Was Just Me,53.0,audiobook feminism health mental-health non-fiction personal-development psychology relationships self-help womens ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.044871794871796
4.14,The Defining Decade,8.0,adult audiobook business education non-fiction personal-development philosophy psychology self-help sociology ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.604166666666668
4.3,Tiny Beautiful Things,25.0,adult audiobook biography essays memoir non-fiction personal-development psychology relationships self-help ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.95833333333333
4.11,Tools of Titans,25.0,business entrepreneurship health leadership non-fiction personal-development philosophy productivity psychology self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.083333333333336
3.92,Steal Like an Artist,6.0,art art-design business design non-fiction personal-development productivity psychology self-help writing ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.760416666666664
3.66,He's Just Not That Into You,16.0,adult chick-lit comedy contemporary humor non-fiction psychology relationships romance self-help ,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.994791666666668
4.4,Never Split the Difference,6.0,audiobook buisness business communication leadership management non-fiction personal-development psychology self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,86.45833333333333
4.34,The Compound Effect,26.0,audiobook business finance leadership money non-fiction personal-development productivity psychology self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.933333333333334
4.11,Tuesdays with Morrie,65.0,adult biography biography-memoir classics contemporary inspirational memoir non-fiction philosophy self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.56521739130434
4.18,The Happiness Advantage,27.0,audiobook business health leadership non-fiction personal-development productivity psychology science self-help ,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.333333333333332
4.16,Reasons to Stay Alive,54.0,audiobook autobiography biography health memoir mental-health mental-illness non-fiction psychology self-help ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.0
4.49,The Body Keeps the Score,27.0,audiobook counselling health medicine mental-health non-fiction psychology science self-help social-work ,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.708333333333336
3.9,The Now Habit,11.0,audiobook business leadership management mental-health non-fiction personal-development productivity psychology self-help ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6770833333333333
4.18,The Gift of Fear,20.0,audiobook non-fiction personal-development psychology reference science self-help sociology ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.868055555555555
3.93,Smarter Faster Better,7.0,audiobook business leadership management non-fiction personal-development productivity psychology science self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.854166666666664
3.77,How to Talk to Anyone,47.0,audiobook business communication leadership non-fiction personal-development psychology relationships self-help social ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.784090909090909
3.9,The 5 Second Rule,11.0,audiobook buisness business inspirational leadership non-fiction personal-development productivity psychology self-help ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.97222222222222
3.94,Strengths Finder 2.0,33.0,buisness business education leadership management non-fiction personal-development psychology reference self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.032051282051283
4.11,The Courage to Be Disliked,13.0,audiobook business japan leadership mental-health non-fiction personal-development philosophy psychology self-help ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.023809523809526
4.36,Nonviolent Communication,36.0,business communication leadership non-fiction parenting personal-development philosophy psychology relationships self-help ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.472222222222222
4.16,Self-Compassion,33.0,audiobook counselling health mental-health non-fiction personal-development psychology self-help spirituality ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.861111111111111
3.88,Moonwalking with Einstein,4.0,audiobook biography brain education memoir non-fiction personal-development psychology science self-help ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.01851851851852
3.86,Never Eat Alone,18.0,buisness business communication leadership management non-fiction personal-development psychology relationships self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53888888888889
4.08,How Will You Measure Your Life?,47.0,buisness business leadership management non-fiction personal-development philosophy productivity psychology self-help ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.802083333333332
4.05,The Checklist Manifesto,26.0,business management medical medicine non-fiction personal-development productivity psychology science self-help ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.24242424242424
4.0,Learned Optimism,41.0,business health leadership mental-health non-fiction parenting personal-development psychology science self-help ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.1944444444444446
4.39,The Slight Edge,24.0,buisness business inspirational leadership non-fiction personal-development philosophy productivity psychology self-help ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.461111111111111
4.64,The Power of Vulnerability,53.0,audiobook leadership mental-health non-fiction personal-development philosophy psychology relationships self-help spirituality ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.30952380952381
3.87,13 Things Mentally Strong People Don't Do,5.0,audiobook business health mental-health non-fiction personal-development philosophy productivity psychology self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.125
3.94,Designing Your Life,10.0,audiobook business design leadership non-fiction personal-development philosophy productivity psychology self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.354166666666668
4.07,The 7 Habits Of Highly Effective Teens,68.0,business education non-fiction parenting personal-development psychology school self-help teen ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36231884057971
4.04,The Millionaire Next Door,13.0,audiobook business economics finance money non-fiction personal-development personal-finance psychology self-help ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.093333333333334
4.14,Attached,2.0,audiobook love marriage mental-health non-fiction personal-development psychology relationships science self-help ,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.708333333333334
4.19,Radical Acceptance,31.0,audiobook buddhism health non-fiction personal-development philosophy psychology religion self-help spirituality ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.025
3.68,Get Your Sh*t Together,20.0,adult audiobook comedy humor mental-health non-fiction personal-development productivity psychology self-help ,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.541666666666668
3.9,Why Men Love Bitches,5.0,chick-lit humor love non-fiction personal-development psychology relationships romance self-help womens ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.939814814814815
3.83,Stumbling on Happiness,21.0,audiobook business non-fiction personal-development philosophy psychology science self-help social-science sociology ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.511904761904763
4.07,The Dance of Anger,24.0,counselling feminism health mental-health non-fiction personal-development psychology relationships self-help womens ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9523809523809523
3.86,The Four Tendencies,21.0,adult audiobook business health leadership non-fiction personal-development productivity psychology self-help ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.30555555555556
4.23,The Seven Principles for Making Marriage Work,52.0,counselling family marriage non-fiction parenting personal-development psychology reference relationships self-help ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.285714285714286
4.17,Six Pillars of Self-Esteem,72.0,audiobook business leadership mental-health non-fiction personal-development philosophy psychology relationships self-help ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5
3.96,The Charisma Myth,5.0,audiobook business communication leadership non-fiction personal-development psychology relationships self-help social ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.270833333333334
4.25,A Mind for Numbers,16.0,business education how-to mathematics non-fiction personal-development productivity psychology science self-help ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.583333333333332
3.81,"Goodbye, Things",5.0,adult audiobook japan japanese-literature memoir non-fiction personal-development philosophy psychology self-help ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.13333333333333
3.73,Adulting,3.0,adult comedy how-to humor memoir non-fiction personal-development psychology reference self-help ,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.142857142857142
3.53,Happier at Home,21.0,adult audiobook inspirational memoir non-fiction parenting personal-development philosophy psychology self-help ,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.96875
4.18,What to Say When You Talk to Yourself,58.0,business health leadership mental-health non-fiction personal-development productivity psychology self-help spirituality ,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0514705882352942
4.12,The Happiness Hypothesis,14.0,audiobook business non-fiction personal-development philosophy psychology religion science self-help spirituality ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.71111111111111
3.97,Willpower,59.0,audiobook business health non-fiction personal-development philosophy productivity psychology science self-help ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.814814814814815
4.06,The Bullet Journal Method,4.0,business how-to journaling non-fiction personal-development productivity psychology reference self-help writing ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.29166666666667
4.12,Loving What Is,49.0,audiobook inspirational mental-health non-fiction personal-development philosophy psychology relationships self-help spirituality ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.537037037037037
4.13,The Happiness Trap,45.0,counselling health mental-health non-fiction personal-development philosophy psychology reference self-help ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.076923076923077
4.21,The Greatest Salesman in the World,55.0,business classics inspirational leadership non-fiction personal-development philosophy psychology self-help spirituality ,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.641025641025641
4.28,Extreme Ownership,36.0,audiobook business leadership management military-fiction non-fiction personal-development productivity psychology self-help ,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.63333333333333
3.88,The Introvert Advantage,5.0,audiobook business health mental-health non-fiction personal-development psychology science self-help sociology ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.1157407407407405
4.13,Predictably Irrational,28.0,audiobook business economics non-fiction personal-development psychology science self-help social-science sociology ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.875
4.07,The Antidote,10.0,audiobook health mental-health non-fiction personal-development philosophy psychology science self-help spirituality ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.364583333333334
